filename,width,height,class,xmin,ymin,xmax,ymax
dearth-period-768x768_jpg.rf.e6ad765ec33f3e3d419483ac8126fb63.jpg,384,384,bee,137,185,198,203
dearth-period-768x768_jpg.rf.e6ad765ec33f3e3d419483ac8126fb63.jpg,384,384,bee,277,209,303,226
dearth-period-768x768_jpg.rf.e6ad765ec33f3e3d419483ac8126fb63.jpg,384,384,bee,239,219,286,240
dearth-period-768x768_jpg.rf.e6ad765ec33f3e3d419483ac8126fb63.jpg,384,384,bee,189,226,244,246
dearth-period-768x768_jpg.rf.e6ad765ec33f3e3d419483ac8126fb63.jpg,384,384,bee,63,17,101,33
dearth-period-768x768_jpg.rf.e6ad765ec33f3e3d419483ac8126fb63.jpg,384,384,bee,248,241,288,270
dearth-period-768x768_jpg.rf.e6ad765ec33f3e3d419483ac8126fb63.jpg,384,384,bee,29,278,82,307
dearth-period-768x768_jpg.rf.e6ad765ec33f3e3d419483ac8126fb63.jpg,384,384,pollenbee,249,289,312,322
frame270_jpg.rf.71f28f3761e7741619a056bb881c9af5.jpg,384,384,bee,141,193,152,205

Beehive-3-17-2022-4_46_14pm_mp4-6_jpg.rf.734d830346255940d2cf627bdcaf3d44.jpg,384,384,bee,163,168,172,180
Beehive-3-17-2022-4_46_14pm_mp4-6_jpg.rf.734d830346255940d2cf627bdcaf3d44.jpg,384,384,bee,147,198,160,205
Beehive-3-17-2022-4_46_14pm_mp4-6_jpg.rf.734d830346255940d2cf627bdcaf3d44.jpg,384,384,bee,153,204,158,219
Beehive-3-17-2022-4_46_14pm_mp4-6_jpg.rf.734d830346255940d2cf627bdcaf3d44.jpg,384,384,bee,138,206,145,227
Beehive-3-17-2022-4_46_14pm_mp4-6_jpg.rf.734d830346255940d2cf627bdcaf3d44.jpg,384,384,bee,191,214,202,229
Beehive-3-17-2022-4_46_14pm_mp4-6_jpg.rf.734d830346255940d2cf627bdcaf3d44.jpg,384,384,bee,206,283,218,294
Beehive-3-17-2022-4_46_14pm_mp4-6_jpg.rf.734d830346255940d2cf627bdcaf3d44.jpg,384,384,bee,7,301,16,315
Beehive-3-15-2022-10_41_13am_mp4-35_jpg.rf.f3c00d2496cb2f074f9e6be0e732bc89.jpg,384,384,bee,12,161,22,179
Beehive-3-15-2022-10_41_13am_mp4-35_jpg.rf.f3c00d2496cb2f074f9e6be0e732bc89.jpg,384,384,pollenbee,172,195,177,213
Beehive-3-15-2022-10_41_13am_mp4-35_jpg.rf.f3c00d2496cb2f074f9e6be0e732bc89.jpg,384,384,pollenbee,183,202,191,217
Beehive-3-15-2022-10_41_13am_mp4-35_jpg.rf.f3c00d2496cb2f074f9e6be0e732bc89.jpg,384,384,bee,166,210,170,219
Beehive-3-15-2022-10_41_13am_mp4-35_jpg.rf.f3c00d2496cb2f074f9e6be0e732bc89.jpg,384,384,bee,157,211,165,222
Beehive-3-15-2022-10_41_13am_mp4-35_jpg.rf.f3c00d2496cb2f074f9e6be0e732bc89.jpg,384,384,pollenbee,166,211,175,225
Beehive-3-15-2022-10_41_13am_mp4-35_jpg.rf.f3c00d2496cb2f074f9e6be0e732bc89.jpg,384,384,pollenbee,157,219,166,232
Beehive-3-15-2022-10_41_13am_mp4-35_jpg.rf.f3c00d2496cb2f074f9e6be0e732bc89.jpg,384,384,bee,133,217,141,237
Beehive-3-15-2022-10_41_13am_mp4-35_jpg.rf.f3c00d2496cb2f074f9e6be0e732bc89.jpg,384,384,bee,167,230,171,250
Beehive-3-15-2022-10_41_13am_mp4-35_jpg.rf.f3c00d2496cb2f074f9e6be0e732bc89.jpg,384,384,pollenbee,15,254,22,277
Beehive-3-15-2022-10_41_13am_mp4-35_jpg.rf.f3c00d2496cb2f074f9e6be0e732bc89.jpg,384,384,pollenbee,241,259,252,275
frame208_jpg.rf.1e9a052c2efac3a289391d9f4ea473f2.jpg,384,384,bee,118,222,129,232
frame127_jpg.rf.5255c7dc31c64ea31588f7e73db0a954.jpg,384,384,bee,151,194,156,210
swarm-bees_jpg.rf.149c7146dc990bcd6679f23123f96328.jpg,384,384,bee,0,53,27,96
swarm-bees_jpg.rf.149c7146dc990bcd6679f23123f96328.jpg,384,384,bee,289,0,333,19
swarm-bees_jpg.rf.149c7146dc990bcd6679f23123f96328.jpg,384,384,bee,291,86,347,146
swarm-bees_jpg.rf.149c7146dc990bcd6679f23123f96328.jpg,384,384,pollenbee,109,112,161,163
swarm-bees_jpg.rf.149c7146dc990bcd6679f23123f96328.jpg,384,384,bee,230,119,277,194
swarm-bees_jpg.rf.149c7146dc990bcd6679f23123f96328.jpg,384,384,bee,175,139,231,198
swarm-bees_jpg.rf.149c7146dc990bcd6679f23123f96328.jpg,384,384,bee,38,168,66,237
swarm-bees_jpg.rf.149c7146dc990bcd6679f23123f96328.jpg,384,384,bee,0,200,30,258
swarm-bees_jpg.rf.149c7146dc990bcd6679f23123f96328.jpg,384,384,pollenbee,97,228,145,292
swarm-bees_jpg.rf.149c7146dc990bcd6679f23123f96328.jpg,384,384,bee,300,246,349,312
swarm-bees_jpg.rf.149c7146dc990bcd6679f23123f96328.jpg,384,384,bee,183,288,233,342
swarm-bees_jpg.rf.149c7146dc990bcd6679f23123f96328.jpg,384,384,pollenbee,60,314,109,371
swarm-bees_jpg.rf.149c7146dc990bcd6679f23123f96328.jpg,384,384,bee,337,330,379,363
swarm-bees_jpg.rf.149c7146dc990bcd6679f23123f96328.jpg,384,384,bee,0,348,47,384
swarm-bees_jpg.rf.149c7146dc990bcd6679f23123f96328.jpg,384,384,bee,264,354,301,384
swarm-bees_jpg.rf.149c7146dc990bcd6679f23123f96328.jpg,384,384,bee,177,365,207,384
swarm-bees_jpg.rf.149c7146dc990bcd6679f23123f96328.jpg,384,384,pollenbee,18,12,66,73
swarm-bees_jpg.rf.149c7146dc990bcd6679f23123f96328.jpg,384,384,bee,296,27,352,67
swarm-bees_jpg.rf.149c7146dc990bcd6679f23123f96328.jpg,384,384,pollenbee,137,37,189,96
swarm-bees_jpg.rf.149c7146dc990bcd6679f23123f96328.jpg,384,384,bee,374,53,384,85

Beehive-3-17-2022-11_05_06am_mp4-5_jpg.rf.fc30b2e3b733ac8d6fc09fecbc05b98e.jpg,384,384,bee,170,201,175,213
Beehive-3-17-2022-11_05_06am_mp4-5_jpg.rf.fc30b2e3b733ac8d6fc09fecbc05b98e.jpg,384,384,bee,161,207,165,221
Beehive-3-17-2022-11_05_06am_mp4-5_jpg.rf.fc30b2e3b733ac8d6fc09fecbc05b98e.jpg,384,384,bee,159,220,167,234
Beehive-3-17-2022-11_05_06am_mp4-5_jpg.rf.fc30b2e3b733ac8d6fc09fecbc05b98e.jpg,384,384,bee,167,219,172,237
Beehive-3-17-2022-11_05_06am_mp4-5_jpg.rf.fc30b2e3b733ac8d6fc09fecbc05b98e.jpg,384,384,bee,123,231,132,252
What-is-a-Drone-Honey-Bee_mp4-9_jpg.rf.571d04d64e8233bab5c15cdcb626c2f1.jpg,384,384,drone,202,149,245,210

What-is-a-Drone-Honey-Bee_mp4-16_jpg.rf.386b291496fabc524830bb0eb41dff49.jpg,384,384,drone,228,174,275,242

queen-bee-bees-lays-eggs-honeycomb-104501931_jpg.rf.0ae53b9f751db14d92bed24b0a82236c.jpg,384,384,bee,197,0,269,146
queen-bee-bees-lays-eggs-honeycomb-104501931_jpg.rf.0ae53b9f751db14d92bed24b0a82236c.jpg,384,384,bee,0,69,62,137
queen-bee-bees-lays-eggs-honeycomb-104501931_jpg.rf.0ae53b9f751db14d92bed24b0a82236c.jpg,384,384,bee,319,68,384,158
queen-bee-bees-lays-eggs-honeycomb-104501931_jpg.rf.0ae53b9f751db14d92bed24b0a82236c.jpg,384,384,bee,43,130,142,263
queen-bee-bees-lays-eggs-honeycomb-104501931_jpg.rf.0ae53b9f751db14d92bed24b0a82236c.jpg,384,384,queen,139,88,220,355
queen-bee-bees-lays-eggs-honeycomb-104501931_jpg.rf.0ae53b9f751db14d92bed24b0a82236c.jpg,384,384,bee,2,149,54,334
queen-bee-bees-lays-eggs-honeycomb-104501931_jpg.rf.0ae53b9f751db14d92bed24b0a82236c.jpg,384,384,bee,256,226,384,301
queen-bee-bees-lays-eggs-honeycomb-104501931_jpg.rf.0ae53b9f751db14d92bed24b0a82236c.jpg,384,384,bee,110,336,167,384
queen-bee-bees-lays-eggs-honeycomb-104501931_jpg.rf.0ae53b9f751db14d92bed24b0a82236c.jpg,384,384,bee,93,0,142,75
queen-bee-bees-lays-eggs-honeycomb-104501931_jpg.rf.0ae53b9f751db14d92bed24b0a82236c.jpg,384,384,bee,0,357,65,384
queen-bee-bees-lays-eggs-honeycomb-104501931_jpg.rf.0ae53b9f751db14d92bed24b0a82236c.jpg,384,384,bee,297,363,383,384
queen-bee-bees-lays-eggs-honeycomb-104501931_jpg.rf.0ae53b9f751db14d92bed24b0a82236c.jpg,384,384,bee,145,0,192,80
queen-bee-bees-lays-eggs-honeycomb-104501931_jpg.rf.0ae53b9f751db14d92bed24b0a82236c.jpg,384,384,bee,253,0,306,109

bee-pollinating-lavender-flower-tihany-hungary-royalty-free-image-980595520-1556641316_jpg.rf.e11d36c151e8aa3e00621b1037620e01.jpg,384,384,bee,123,133,175,287
nature-4117738__340_jpg.rf.3c4bde255e9fb5d36dd9b2d36afda15f.jpg,384,384,bee,327,63,371,164
nature-4117738__340_jpg.rf.3c4bde255e9fb5d36dd9b2d36afda15f.jpg,384,384,bee,124,103,173,209
nature-4117738__340_jpg.rf.3c4bde255e9fb5d36dd9b2d36afda15f.jpg,384,384,queen,172,145,306,212
nature-4117738__340_jpg.rf.3c4bde255e9fb5d36dd9b2d36afda15f.jpg,384,384,bee,0,0,74,36
nature-4117738__340_jpg.rf.3c4bde255e9fb5d36dd9b2d36afda15f.jpg,384,384,bee,0,172,51,278
nature-4117738__340_jpg.rf.3c4bde255e9fb5d36dd9b2d36afda15f.jpg,384,384,bee,73,174,111,281
nature-4117738__340_jpg.rf.3c4bde255e9fb5d36dd9b2d36afda15f.jpg,384,384,bee,227,205,304,254
nature-4117738__340_jpg.rf.3c4bde255e9fb5d36dd9b2d36afda15f.jpg,384,384,bee,294,197,346,282
nature-4117738__340_jpg.rf.3c4bde255e9fb5d36dd9b2d36afda15f.jpg,384,384,bee,119,218,197,264
nature-4117738__340_jpg.rf.3c4bde255e9fb5d36dd9b2d36afda15f.jpg,384,384,bee,257,0,293,55
nature-4117738__340_jpg.rf.3c4bde255e9fb5d36dd9b2d36afda15f.jpg,384,384,bee,331,0,370,55
nature-4117738__340_jpg.rf.3c4bde255e9fb5d36dd9b2d36afda15f.jpg,384,384,bee,166,227,227,331
nature-4117738__340_jpg.rf.3c4bde255e9fb5d36dd9b2d36afda15f.jpg,384,384,bee,54,263,97,365
nature-4117738__340_jpg.rf.3c4bde255e9fb5d36dd9b2d36afda15f.jpg,384,384,bee,292,0,319,63
nature-4117738__340_jpg.rf.3c4bde255e9fb5d36dd9b2d36afda15f.jpg,384,384,bee,102,285,146,384
nature-4117738__340_jpg.rf.3c4bde255e9fb5d36dd9b2d36afda15f.jpg,384,384,bee,321,309,384,377
nature-4117738__340_jpg.rf.3c4bde255e9fb5d36dd9b2d36afda15f.jpg,384,384,bee,105,0,173,93
nature-4117738__340_jpg.rf.3c4bde255e9fb5d36dd9b2d36afda15f.jpg,384,384,bee,222,0,258,94
nature-4117738__340_jpg.rf.3c4bde255e9fb5d36dd9b2d36afda15f.jpg,384,384,bee,172,4,202,112

Bees-First-Day-Of-Spring-2022-HQ-HD_mp4-12_jpg.rf.4a71a297366b1b30ff27de045e98c36a.jpg,384,384,pollenbee,292,63,360,174
Beehive-3-17-2022-7_50_15am_mp4-5_jpg.rf.4bdb7454a2d8570ed43d0729e765d481.jpg,384,384,bee,144,209,149,223
Beehive-3-17-2022-7_50_15am_mp4-5_jpg.rf.4bdb7454a2d8570ed43d0729e765d481.jpg,384,384,bee,145,218,152,235
Beehive-3-17-2022-7_50_15am_mp4-5_jpg.rf.4bdb7454a2d8570ed43d0729e765d481.jpg,384,384,bee,160,231,170,239
Beehive-3-17-2022-7_50_15am_mp4-5_jpg.rf.4bdb7454a2d8570ed43d0729e765d481.jpg,384,384,bee,281,239,289,252

bee-flower-gty-jt-190708_hpMain_16x9_992_jpg.rf.186e077521bbddfd116f3426dbbcf28c.jpg,384,384,bee,116,103,221,226
frame295_jpg.rf.fdc7a58d5330237b42c2f392164397fd.jpg,384,384,bee,140,188,149,201
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,bee,121,42,131,62
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,bee,260,77,272,99
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,bee,3,83,13,98
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,bee,54,3,65,20
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,pollenbee,58,192,65,213
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,bee,173,196,181,210
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,bee,114,207,122,220
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,pollenbee,167,211,176,219
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,pollenbee,184,212,192,221
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,bee,194,213,202,223
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,bee,176,208,183,229
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,pollenbee,207,214,217,223
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,bee,164,213,169,229
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,bee,200,215,208,228
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,bee,115,217,123,226
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,bee,61,214,70,231
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,bee,168,220,176,232
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,bee,184,224,193,237
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,pollenbee,160,229,167,244
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,bee,103,233,112,254
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,bee,90,244,97,262
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,bee,148,248,155,268
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,bee,137,258,146,272
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,bee,71,285,76,292
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,bee,97,286,104,309
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,pollenbee,25,290,34,308
Beehive-3-14-2022-2_47_11pm_mp4-270_jpg.rf.52b8e5ee53612ed83e55642e7be1bae9.jpg,384,384,bee,123,335,132,343
Beehive-3-21-2022-2_02_17pm-3-21-2022-2_02_47pm_mp4-4_jpg.rf.6585b55e407c5f330da5c229745d2f62.jpg,384,384,bee,138,170,151,179
Beehive-3-21-2022-2_02_17pm-3-21-2022-2_02_47pm_mp4-4_jpg.rf.6585b55e407c5f330da5c229745d2f62.jpg,384,384,bee,132,179,140,187
Beehive-3-21-2022-2_02_17pm-3-21-2022-2_02_47pm_mp4-4_jpg.rf.6585b55e407c5f330da5c229745d2f62.jpg,384,384,bee,149,199,158,209
Beehive-3-21-2022-2_02_17pm-3-21-2022-2_02_47pm_mp4-4_jpg.rf.6585b55e407c5f330da5c229745d2f62.jpg,384,384,bee,159,202,165,219
Beehive-3-21-2022-2_02_17pm-3-21-2022-2_02_47pm_mp4-4_jpg.rf.6585b55e407c5f330da5c229745d2f62.jpg,384,384,bee,164,203,173,220
Beehive-3-21-2022-2_02_17pm-3-21-2022-2_02_47pm_mp4-4_jpg.rf.6585b55e407c5f330da5c229745d2f62.jpg,384,384,bee,156,234,162,248
frame234_jpg.rf.aa863a060221a78bf0382f9ee5a516de.jpg,384,384,bee,151,194,156,206
yellow-flower-and-bee-dance-sari-cicek-ve-ari-dansi_mp4-8_jpg.rf.86c0106d129fc416e49a08fa52d51a88.jpg,384,384,bee,199,191,229,300
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,66,60,93,91
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,99,61,123,110
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,47,69,61,116
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,85,82,99,116
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,63,85,76,124
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,109,95,138,119
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,32,82,49,137
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,94,102,109,151
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,108,108,123,153
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,146,115,163,156
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,174,120,200,151
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,52,119,78,157
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,167,135,197,160
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,98,125,118,177
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,143,142,173,173
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,190,157,213,173
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,156,153,186,183
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,34,141,48,198
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,64,149,81,197
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,211,151,236,194
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,103,153,130,196
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,128,155,143,201
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,158,167,180,193
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,0,184,15,208
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,queen,179,169,216,238
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,37,199,74,216
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,118,201,157,227
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,76,185,96,243
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,168,192,182,239
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,158,202,168,233
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,326,194,347,246
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,289,206,326,253
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,273,217,306,260
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,123,229,155,248
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,231,230,266,255
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,40,223,72,269
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,212,251,255,276
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,15,283,44,318
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,189,289,224,345
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,255,317,292,353
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,drone,199,322,246,362
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,241,349,265,371
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,220,358,236,380
bees-eat-nectar-wax-cells-queen-bee-surrounded-nurse-frames-beehive-selective-focus-soft-copy-space-170974612_jpg.rf.8cfd9ddaa3f3bd2da952a1c8a59d6975.jpg,384,384,bee,26,44,63,71
frame325_jpg.rf.daf8fe856d6b00550c252f6400a62df1.jpg,384,384,bee,133,190,145,199
workers1_jpg.rf.5d01825f96894376b84523c53a5acdeb.jpg,384,384,bee,153,100,216,182
workers1_jpg.rf.5d01825f96894376b84523c53a5acdeb.jpg,384,384,bee,190,195,261,266
workers1_jpg.rf.5d01825f96894376b84523c53a5acdeb.jpg,384,384,bee,46,229,103,315
